Facility_Name	Process	Street	City	State	Zip	Latitude	Longitude	Accidents	Total_No_Chemicals	Chemical_Names
"Magic Valley Fresh Frozen, Inc. (Military)"	3	3701 West Military	McAllen	TX	78501	26.15276254	-98.27178919	0	2	Public OCA Chemical; Ammonia (anhydrous)
Loop Cold Storage McAllen LP	3	4000 W. Military Hwy	McAllen	TX	78503	26.15322427	-98.27382332	0	2	Public OCA Chemical; Ammonia (anhydrous)
The City of La Feria Water Treatment Plant	3	400 Dodd Lane	La Feria	TX	78559	26.156158	-97.824324	0	2	Public OCA Chemical; Chlorine
La Feria Wastewater Treatment Plant #2	3	1601 South Rabb Road	La Feria	TX	78559	26.156158	-97.824324	0	2	Public OCA Chemical; Chlorine
City of Weslaco Water Treatment Plant	3	Mile 5 West & Mile 9 North	Weslaco	TX	78596	26.160167	-97.98636	0	2	Public OCA Chemical; Chlorine
Martha Ann Simpson Water Treatment Plant	3	29528 FM 510	San Benito	TX	78586	26.16260046	-97.55012121	0	2	Public OCA Chemical; Chlorine
South County Regional Water Treatment Plant	3	3851 Utility Drive	Naples	FL	34117	26.16609617	-81.68540321	0	2	Public OCA Chemical; Chlorine
City of Naples Water Treatment Plant	3	1000 Fleischmann Boulevard	Naples	FL	34102	26.16725777	-81.79688302	0	2	Public OCA Chemical; Chlorine
City of McAllen South Wastewater Treatment Plant	2	4100 Idela Avenue	McAllen	TX	78501	26.16775559	-98.27271161	0	3	Public OCA Chemical; Sulfur dioxide (anhydrous); Chlorine
City of Donna Wastewater Treatment Plant	3	1 1/4 Mile South Old River Road	Donna	TX	78537	26.171006	-98.055232	0	2	Public OCA Chemical; Chlorine
North Alamo Water Supply Plant #5	3	Victoria Road	Donna	TX	78537	26.171006	-98.055232	0	2	Public OCA Chemical; Chlorine
City of Weslaco Wastewater Treatment Plant	3	907 North Airport	Weslaco	TX	78596	26.17171605	-97.97486008	0	2	Public OCA Chemical; Chlorine
Fiveash Water Treatment Plant	3	4321 NW 9th Avenue	Fort Lauderdale	FL	33309	26.17875191	-80.15559063	0	2	Public OCA Chemical; Chlorine
North County Regional Water Treatment Plant	3	8005 Vanderbilt Beach Road Ext	Naples	FL	34116	26.182736	-81.710784	1	2	Public OCA Chemical; Chlorine
City of San Benito WTP #2	2	1315 Turner Road	San Benito	TX	78586	26.18562	-97.66464	0	2	Public OCA Chemical; Chlorine
City of Pharr Water Treatment Plant	2	1000 S Bluebonnet	Pharr	TX	78577	26.18605206	-98.18825	0	2	Public OCA Chemical; Chlorine
City of Donna Water Filtration Plant	3	801 South Hutto Road	Donna	TX	78537	26.18613256	-98.06554853	0	2	Public OCA Chemical; Chlorine
"Helena Chemical Company - Harlingen, TX"	3	4.5 Mile East FM 106	Harlingen	TX	78550	26.194287	-97.686999	0	2	Public OCA Chemical; Ammonia (anhydrous)
Dixieland Water Treatment Plant	2	Dixieland Road	Harlingen	TX	78550	26.194287	-97.686999	0	2	Public OCA Chemical; Chlorine
Waste Water Treatment Plant #2	2	4736 E. Harrison	Harlingen	TX	78550	26.194287	-97.686999	0	3	Public OCA Chemical; Sulfur dioxide (anhydrous); Chlorine
"Harlingen, TX 5072"	3	24931 Port Road	Harlingen	TX	78550	26.194287	-97.686999	0	2	Public OCA Chemical; Ammonia (anhydrous)
Valley International Cold Storage	3	200 FM 509	Harlingen	TX	78550	26.194287	-97.686999	0	2	Public OCA Chemical; Ammonia (anhydrous)
Downtown Water Treatment Plant	2	410 N. 3rd Street	Harlingen	TX	78550	26.19596755	-97.6933317	0	2	Public OCA Chemical; Chlorine
McAllen South West Water Treatment Plant	2	2501 W. Expressway 83	McAllen	TX	78505	26.200156	-98.232966	0	2	Public OCA Chemical; Chlorine
"South Texas Chlorine, Inc."	3	8600 Harrison	Harlingen	TX	78551	26.207392	-97.735067	0	4	Public OCA Chemical; Sulfur dioxide (anhydrous); Ammonia (anhydrous); Chlorine
South Water Treatment Plant	2	514 Perkins	Mission	TX	78572	26.21099971	-98.32879711	0	2	Public OCA Chemical; Chlorine
Havana Water Treatment  Plant	2	West Highway 83	Mission	TX	78572	26.21466	-98.35164	0	2	Public OCA Chemical; Chlorine
492 Water Treatment Plant	2	FM 492 & 2 Mile Line Rd	Mission	TX	78572	26.21466	-98.35164	0	2	Public OCA Chemical; Chlorine
Abram Water Treatment Plant	2	3120 N. Abram Rd.	Palmview	TX	78572	26.21466	-98.35164	0	2	Public OCA Chemical; Chlorine
"Associated Grocers of Florida, Inc."	3	1141 SW 12th Avenue	Pompano Beach	FL	33069	26.21468713	-80.13877888	0	2	Public OCA Chemical; Ammonia (anhydrous)
City of North Lauderdale	3	841 SW 71 Avenue	North Lauderdale	FL	33068	26.21945788	-80.22061352	0	2	Public OCA Chemical; Chlorine
Amerigas Pompano Beach FL Terminal	3	260 SW 13th Avenue	Pompano Beach	FL	33069	26.22754615	-80.14064883	0	2	Public OCA Chemical; Propane
North Water Treatment Plant	2	2801 N. Holland	Mission	TX	78574	26.23813897	-98.32804974	0	2	Public OCA Chemical; Chlorine
"Magic Valley Fresh Frozen, Inc. (Trophy)"	3	2100 Trophy Drive	McAllen	TX	78502	26.24891781	-98.23579709	0	2	Public OCA Chemical; Ammonia (anhydrous)
North Regional Wastewater Treatment Plant	3	2401 N. Powerline Rd.	Pompano Beach	FL	33069	26.26187508	-80.15187351	0	2	Public OCA Chemical; Chlorine
North Water Treatment Plant	2	8313 N. Bentsen Rd	McAllen	TX	78504	26.28503928	-98.2585114	0	2	Public OCA Chemical; Chlorine
North Alamo Water Supply Plant #1	3	420 South Doolittle Rd.	Edinburg	TX	78539	26.28964774	-98.12928617	0	2	Public OCA Chemical; Chlorine
City of Edinburg Dechlorination Injection Station	2	516 South Raul Longoria	Edinburg	TX	78539	26.29408953	-98.13756313	0	2	Public OCA Chemical; Sulfur dioxide (anhydrous)
Enterprise Gilmore Gas Plant	3	3.5 Miles NW of Moore Air Base	Edinburg	TX	78541	26.295361	-98.16343	0	2	Public OCA Chemical; Flammable Mixture
NORTH SPRINGS IMPROVEMENT DISTRICT	3	9700 NW 52nd Street	Coral Springs	FL	33076	26.29545208	-80.25513485	0	2	Public OCA Chemical; Chlorine
City of Elsa Water Treatment Plant	2	500 West 5th Street	Elsa	TX	78543	26.29723454	-97.99973806	0	2	Public OCA Chemical; Chlorine
City of Edinburg Water Filtration Plant	2	500 East Mahl Road	Edinburg	TX	78539	26.29862986	-98.15832952	0	2	Public OCA Chemical; Chlorine
City of Edinburg Pump Station #1	2	2100 West Sprague	Edinburg	TX	78540	26.301321	-98.159909	0	2	Public OCA Chemical; Chlorine
City of Edinburg Wastewater Treatment Plant	2	1202 North M Road	Edinburg	TX	78541	26.30506314	-98.13715839	0	2	Public OCA Chemical; Chlorine
"Publix Super Markets,Inc.-Deerfield Beach Facility"	3	Publix - Deerfield Beach Facility	Deerfield	FL	33442	26.308884	-80.140867	0	2	Public OCA Chemical; Ammonia (anhydrous)
Deerfield Beach West Water Treatment Plant	3	290 GoolsbyRoad	Deerfield Beach	FL	33442	26.308884	-80.140867	0	2	Public OCA Chemical; Chlorine
The Pictsweet Company	3	25549 FM 88	Monte Alto	TX	78538	26.30982	-97.959	0	2	Public OCA Chemical; Ammonia (anhydrous)
Deerfield Beach East Water Treatment Plant	3	101 N.W. 2 Avenue	Deerfield Beach	FL	33441	26.31967297	-80.10491928	0	2	Public OCA Chemical; Chlorine
North Alamo Water Supply Plant # 2	3	FM 2812	Edinburg	TX	78539	26.33202	-98.16384	0	2	Public OCA Chemical; Chlorine
North Alamo Water Supply Plant #4 & Owassa RO	3	Owassa Road	San Juan	TX	78539	26.33202	-98.16384	0	2	Public OCA Chemical; Chlorine
City of Edinburg West Edinburg Water Plant	2	1752 South Mon Mack	Edinburg	TX	78539	26.33202	-98.16384	0	2	Public OCA Chemical; Chlorine
Magic Valley Generation	3	3333 N. McColl Road	Edinburg	TX	78541	26.34060075	-98.19072741	0	2	Public OCA Chemical; Ammonia (anhydrous)
"US Foods, Inc."	3	7568 NW 6th Avenue	Boca Raton	FL	33487	26.41485365	-80.09386965	0	2	Public OCA Chemical; Ammonia (anhydrous)
The Island Water Association Inc.	3	3651 Sanibel-Captiva Road	Sanibel	FL	33957	26.44266918	-82.11215809	0	2	Public OCA Chemical; Chlorine
Willacy Co-op	2	Business Highway 77	Raymondville	TX	78580	26.481214	-97.78357	0	2	Public OCA Chemical; Ammonia (anhydrous)
Rio Grande City Water Treatment Plant	2	112 Santo Nino	Rio Grande City	TX	78582	26.49192	-98.7393	0	2	Public OCA Chemical; Chlorine
Rio Grande City Wastewater Treatment Plant	2	Fort Ringgold Campus	Rio Grande City	TX	78582	26.49192	-98.7393	0	2	Public OCA Chemical; Chlorine
"Sun Coast Pool Chemical, Inc."	3	16880 Gator Road Suite 110	Fort Myers	FL	33912	26.49443598	-81.82639771	0	2	Public OCA Chemical; Chlorine
Lee County Solid Waste Resource Recovery Facility	3	10500 Buckingham Road	Fort Myers	FL	33905	26.6348283	-81.76294804	0	2	Public OCA Chemical; Ammonia (anhydrous)
Enterprise Delmita Gas Plant	3	142 Valero Road	Delmita	TX	78536	26.643548	-98.403199	0	2	Public OCA Chemical; Flammable Mixture
"Heinz North America, Fort Myers"	3	5521 Division Drive	Fort Myers	FL	33905	26.66540467	-81.80279385	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Duda Farm Fresh Foods, Inc."	3	6000 Duda Road	Belle Glade	FL	33430	26.680463	-80.666853	0	2	Public OCA Chemical; Ammonia (anhydrous)
Southern Gardens Citrus Processing Corporation	3	Southern Gardens Citrus Processing	Clewiston	FL	33440	26.737871	-80.941459	0	2	Public OCA Chemical; Ammonia (anhydrous)
Costco Wholesale - West Palm Beach	3	5851 45th Street	West Palm Beach	FL	33407	26.76318786	-80.13029985	0	2	Public OCA Chemical; Ammonia (anhydrous)
Cheney Brothers Inc. (Riviera Beach)	3	1 Cheney Way	Riviera Beach	FL	33404	26.76920127	-80.091987	0	2	Public OCA Chemical; Ammonia (anhydrous)
Central Water Treatment Plant	3	800 West Blue Heron Blvd.	Riviera Beach	FL	33404	26.779152	-80.073595	1	2	Public OCA Chemical; Chlorine
"Sysco Southeast FL, LLC"	3	1999 Dr. Martin Luther King Jr. Blv	Riviera Beach	FL	33404	26.779152	-80.073595	0	2	Public OCA Chemical; Ammonia (anhydrous)
Richard Road Water Treatment Plant	3	1156 Richard Road	Lake Park	FL	33410	26.81437765	-80.08277494	0	2	Public OCA Chemical; Chlorine
Lilac Street Repump Station	3	10245 Plant Drive	Palm Beach Gardens	FL	33410	26.8268536	-80.09857711	0	2	Public OCA Chemical; Chlorine
City of Moore Haven WTP	3	12710	Moore Haven	FL	33471	26.83404	-81.10405	0	2	Public OCA Chemical; Chlorine
Hood Road Well Field	3	5944 Hood Road	Palm Beach Gardens	FL	33418	26.855526	-80.14433	0	2	Public OCA Chemical; Chlorine
PGA Wastewater Treatment Plant	3	11498 Nursery Lane	Palm Beach Gardens	FL	33418	26.85694922	-80.13960411	0	2	Public OCA Chemical; Chlorine
Hood Road Water Treatment Plant	3	4170 Hood Road	Palm Beach Gardens	FL	33410	26.86405331	-80.0966858	0	2	Public OCA Chemical; Chlorine
Telman Road Facility	3	140 Telman Road	Rotonda West	FL	33947	26.890856	-82.289031	0	2	Public OCA Chemical; Chlorine
Zapata County Water Treatment Plant	2	1005 Kennedy Street	Zapata	TX	78076	26.90346797	-99.27135347	0	2	Public OCA Chemical; Chlorine
Loxahatchee River Environmental Control District	3	2500 Jupiter Park Drive	Jupiter	FL	33458	26.92305383	-80.13876174	0	2	Public OCA Chemical; Chlorine
Jupiter Water Treatment Plant	3	17403 Central Blvd.	Jupiter	FL	33458	26.93279584	-80.1330541	0	2	Public OCA Chemical; Chlorine
Selma Avenue Facility	3	201 Selma Avenue	Englewood	FL	34223	26.95542033	-82.34621057	0	2	Public OCA Chemical; Chlorine
City of Punta Gorda Water Treatment Plant	2	38100 Washington Loop Road	Punta Gorda	FL	33982	26.97329265	-81.93505454	0	2	Public OCA Chemical; Chlorine
FPL Martin Power Plant	3	21900 S.W. Warfield Blvd	Indiantown	FL	34956	27.00912764	-80.58866808	0	2	Public OCA Chemical; Ammonia (anhydrous)
Louis Dreyfus Citrus - Indiantown	3	19100 S.W. Warfield Boulevard	Indiantown	FL	34956	27.04598569	-80.51314502	0	2	Public OCA Chemical; Ammonia (anhydrous)
Wal-Mart Distribution Center #7023	3	6785 S.W. Enterprise Road	Arcadia	FL	34269	27.166492	-81.804395	0	2	Public OCA Chemical; Ammonia (anhydrous)
La Gloria Gas Processing Plant	3	"641 CR 405, 2 mi.  (W. of Hwy 281)"	Falfurrias	TX	78355	27.22536	-98.1437	1	3	Public OCA Chemical; Flammable Mixture; Propane
Ecotec	3	312 S.W. 7th Ave	Okeechobee	FL	34974	27.24119729	-80.83689561	0	3	"Public OCA Chemical; Difluoroethane  [Ethane, 1,1-difluoro-]; Flammable Mixture"
Westport Wastewater Treatment Plant	2	3721 SW Darwin Boulevard	Port St. Lucie	FL	34953	27.256604	-80.384626	0	2	Public OCA Chemical; Chlorine
"Praxair Distribution - Okeechobee, FL"	3	2534 NW 16th Boulevard	Okeechobee	FL	34972	27.25970004	-80.85614549	0	2	Public OCA Chemical; Acetylene  [Ethyne]
A & D Water Systems	2	1530 N W 25th Drive	Okeechobee	FL	34972	27.2597095	-80.85420908	0	2	Public OCA Chemical; Chlorine
Meridian Distribution Center	3	6278 McIntosh Road	Sarasota	FL	34238	27.26371131	-82.48116039	1	2	Public OCA Chemical; Ammonia (anhydrous)
Prineville Water Treatment Plant	2	900 SE Ogden Lane	Port St. Lucie	FL	34983	27.30906412	-80.34083719	0	2	Public OCA Chemical; Chlorine
James E. Anderson Water Treatment Plant	2	7599 LTC Parkway	Port St. Lucie	FL	34986	27.321528	-80.418405	0	2	Public OCA Chemical; Chlorine
"Tropicana Manufacturing Company, Inc."	3	6500 Glades Cut-Off Road	Fort Pierce	FL	34981	27.36078379	-80.40815873	0	2	Public OCA Chemical; Ammonia (anhydrous)
Southside WWTP	2	319 Riverfront Road	Laredo	TX	78046	27.43465	-99.473074	0	2	Public OCA Chemical; Chlorine
Zacate WWTP	2	Springfield &Aldama	Laredo	TX	78046	27.43465	-99.473074	0	2	Public OCA Chemical; Chlorine
North Laredo WWTP	2	2851 Shilo Street	Laredo	TX	78046	27.43465	-99.473074	0	2	Public OCA Chemical; Chlorine
Henry A. Gahn Water Treatment Plant	3	715 South 25th St.	Fort Pierce	FL	34950	27.44175005	-80.35003114	0	2	Public OCA Chemical; Chlorine
Genpak LLC - Sebring	3	116 Shicane Drive	Sebring	FL	33870	27.45576415	-81.3553959	0	2	Public OCA Chemical; Butane
Head Coach Plant	2	Eight miles west of IH 35 on toll	Laredo	TX	78044	27.460208	-99.488931	0	2	Public OCA Chemical; Flammable Mixture
"Tropicana Manufacturing Company, Inc."	3	1001 13th Avenue East	Bradenton	FL	34208	27.48974822	-82.55202524	3	2	Public OCA Chemical; Ammonia (anhydrous)
Jefferson Street Water Treatment Plant	2	2519 Jefferson Street	Laredo	TX	78041	27.52360539	-99.52021028	0	2	Public OCA Chemical; Chlorine
"United States Cold Storage, Laredo II"	3	1601 Penn St.	Laredo	TX	78041	27.549459	-99.488974	0	2	Public OCA Chemical; Ammonia (anhydrous)
"United States Cold Storage, Laredo III"	3	1602 Island Street	Laredo	TX	78041	27.55216956	-99.51086911	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Sysco West Coast Florida, Inc."	3	3000 East 69th Street	Palmetto	FL	34221	27.57724787	-82.53369221	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Ticona Polymers, Inc."	3	5738 County Road 4	Bishop	TX	78343	27.585618	-97.797045	0	7	"Public OCA Chemical; Formaldehyde (solution); Methyl formate  [Formic acid, methyl ester]; Hydrogen; Titanium tetrachloride  [Titanium chloride (TiCl4) (T-4)-]; Hydrogen chloride (anhydrous) [Hydrochloric acid]; Hydrogen fluoride/Hydrofluoric acid (conc 50% or greater) [Hydrofluoric acid]"
OXEA Bishop LLC	3	5738 County Road No. 4	Bishop	TX	78343	27.585618	-97.797045	1	3	Public OCA Chemical; Formaldehyde (solution); Acetaldehyde
FPL Manatee Plant	3	19050 State Road 62	Parrish	FL	34219	27.5952555	-82.34621549	0	2	Public OCA Chemical; Ammonia (anhydrous)
Costco Wholesale - Laredo	3	8510 El Gato Road	Laredo	TX	78045	27.61772895	-99.50516391	0	2	Public OCA Chemical; Ammonia (anhydrous)
Midwest Sterilization Corporation - Laredo	3	12010 General Milton Drive	Laredo	TX	78045	27.62007746	-99.50404528	0	2	Public OCA Chemical; Ethylene oxide  [Oxirane]
Midulla Generating Station	2	6697 County Road 663	Bowling Green	FL	33834	27.627339	-81.834273	0	2	Public OCA Chemical; Ammonia (conc 20% or greater)
City of Vero Beach Waste Water Treatment Plant	3	17-17th Street	Vero Beach	FL	32960	27.65128	-80.417512	0	3	Public OCA Chemical; Sulfur dioxide (anhydrous); Chlorine
City of Vero Beach Water Treatment Plant	3	2515 Airport North Drive	Vero Beach	FL	32960	27.65910544	-80.40735997	0	2	Public OCA Chemical; Chlorine
"Peace River Cold Storage, LLC."	3	100 East 6th Street	Frostproof	FL	33843	27.73881559	-81.53271937	0	2	Public OCA Chemical; Ammonia (anhydrous)
City of Alice	2	1151 Commerce Road	Alice	TX	78333	27.742522	-98.073138	0	2	Public OCA Chemical; Chlorine
City of Alice (South)	2	286 County Road 383	Alice	TX	78333	27.742522	-98.073138	0	2	Public OCA Chemical; Chlorine
Robstown Wastewater Plant	2	Hwy 77 North	Robstown	TX	78380	27.76248	-97.74258	0	2	Public OCA Chemical; Chlorine
"Helena Chemical Company - Robstown, TX"	3	4089 County Road 34	Robstown	TX	78380	27.76248	-97.74258	0	2	Public OCA Chemical; Ammonia (anhydrous)
City of Alice (Northeast)	2	3433 East Highway 44	Alice	TX	78332	27.77110052	-98.03620498	0	2	Public OCA Chemical; Chlorine
"DPC INDUSTRIES, INC."	3	5245 SUNBELT	CORPUS CHRISTI	TX	78408	27.7938781	-97.45731304	0	3	Public OCA Chemical; Sulfur dioxide (anhydrous); Chlorine
AOC Corpus Christi Facility	3	5701 Leopard Street	Corpus Christi	TX	78408	27.79751315	-97.47028334	0	3	Public OCA Chemical; Sulfur dioxide (anhydrous); Chlorine
"CITGO Corpus Christi Refinery, West Plant"	3	7350 IH 37	Corpus Christi	TX	78401	27.798095	-97.404668	1	4	Public OCA Chemical; Flammable Mixture; Chlorine; Hydrogen sulfide
CITGO Corpus Christi Refinery East Plant	3	1801 Nueces Bay Blvd.	Corpus Christi	TX	78407	27.80113491	-97.42436405	2	9	"Public OCA Chemical; Isobutane  [Propane, 2-methyl]; Butane; Propylene  [1-Propene]; Flammable Mixture; Hydrogen fluoride/Hydrofluoric acid (conc 50% or greater) [Hydrofluoric acid]; Chlorine; Hydrogen sulfide; Propane"
MarkWest Javelina	3	5314 IH-37	Corpus Christi	TX	78407	27.805931	-97.436894	0	6	Public OCA Chemical; Hydrogen; Flammable Mixture; Ethane; Ethylene  [Ethene]; Propane
"Valero Refining Co. - Texas, L.P. - West Plant"	3	5900 Up River Road	Corpus Christi	TX	78407	27.805931	-97.436894	1	6	Public OCA Chemical; Flammable Mixture; Hydrogen fluoride/Hydrofluoric acid (conc 50% or greater) [Hydrofluoric acid]; Ammonia (anhydrous); Chlorine; Hydrogen sulfide
FHRCorpus Christi - East Refinery	3	1607 Nueces Bay Blvd	Corpus Christi	TX	78407	27.805931	-97.436894	1	5	"Public OCA Chemical; Isobutane  [Propane, 2-methyl]; Butane; Flammable Mixture; Propane"
Air Products LLC  (Corpus Christi)	3	5401 Up River Road	Corpus Christi	TX	78407	27.80982878	-97.45607557	1	2	Public OCA Chemical; Flammable Mixture
"Valero Refining Co - Texas, L.P. - East Plant"	3	1300 Cantwell Lane	Corpus Christi	TX	78407	27.80997775	-97.44518379	1	6	"Public OCA Chemical; Isobutane  [Propane, 2-methyl]; Isopentane  [Butane, 2-methyl-]; Flammable Mixture; Hydrogen sulfide; Propane"
"Equistar Chemicals, L.P. - Corpus Christi Complex"	3	1501 McKinzie Road	Corpus Christi	TX	78410	27.81011723	-97.58882789	0	17	"Public OCA Chemical; Isobutane  [Propane, 2-methyl]; Isopentane  [Butane, 2-methyl-]; Butane; 1-Butene; 1,3-Butadiene; Pentane; Propylene  [1-Propene]; 2-Methylpropene  [1-Propene, 2-methyl-]; 3-Methyl-1-butene; 2-Methyl-1-butene; 2-Butene-cis; 2-Butene-trans  [2-Butene, (E)]; Methane; Ethane; Ethylene  [Ethene]; Propane"
FHR Corpus Christi LLC A  West Plant	3	2825 Suntide Road	Corpus Christi	TX	78409	27.811342	-97.516007	0	5	Public OCA Chemical; Flammable Mixture; Hydrogen fluoride/Hydrofluoric acid (conc 50% or greater) [Hydrofluoric acid]; Ethane; Propane
"GateFront, LLC - Corpus Christi, Texas"	3	7002 Marvin L. Berry Road	Corpus Christi	TX	78409	27.811342	-97.516007	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Sam Kane Beef Processors, LLC."	3	9001 Leopard Street	Corpus Christi	TX	78409	27.8208961	-97.53598053	0	2	Public OCA Chemical; Ammonia (anhydrous)
South Cross Bayou Wastewater Treatment Facility	3	5900 74th Street North	St. Petersburg	FL	33709	27.82321934	-82.7409297	0	3	Public OCA Chemical; Sulfur dioxide (anhydrous); Chlorine
Oberly Pumping Station	3	6198 66th Street North	St. Petersburg	FL	33709	27.82824343	-82.72855227	0	2	Public OCA Chemical; Chlorine
Washington Terrace Pumping Station	3	2801 66th Avenue North	St. Petersburg	FL	33703	27.83208026	-82.67343444	0	2	Public OCA Chemical; Chlorine
"Equistar Chemicals, L.P. - Marine Loading Facility"	3	1748 Marvin Berry Road	Corpus Christi	TX	78410	27.837609	-97.590692	0	10	"Public OCA Chemical; Isobutane  [Propane, 2-methyl]; Butane; 1-Butene; 1,3-Butadiene; Ethyl acetylene  [1-Butyne]; 2-Methyl-1-butene; 2-Butene-cis; 2-Butene-trans  [2-Butene, (E)]; Propane"
O.N. Stevens Water Treatment Plant	2	13101 Leopard Street	Corpus Christi	TX	78410	27.837609	-97.590692	0	2	Public OCA Chemical; Chlorine
"Mosaic Fertilizer, LLC - New Wales"	3	3095 County Road 640 West	Mulberry	FL	33860	27.85059306	-82.05381717	0	2	Public OCA Chemical; Ammonia (anhydrous)
City of Bartow Water Treatment Facility	3	2500 Hwy 17 N.	Bartow	FL	33830	27.86860462	-81.82848173	1	2	Public OCA Chemical; Chlorine
DuPont Company - Corpus Christi Plant	3	HIGHWAY 361	INGLESIDE	TX	78362	27.869269	-97.204245	2	4	"Public OCA Chemical; Difluoroethane  [Ethane, 1,1-difluoro-]; Hydrogen chloride (anhydrous) [Hydrochloric acid]; Hydrogen fluoride/Hydrofluoric acid (conc 50% or greater) [Hydrofluoric acid]"
San Patricio Municipal Water District	2	4213 Hwy 361	Ingleside	TX	78362	27.869269	-97.204245	0	2	Public OCA Chemical; Chlorine
"Peace River Citrus Products, Inc."	3	2020 US Highway 17 South	Bartow	FL	33831	27.87383561	-81.82851563	0	2	Public OCA Chemical; Ammonia (anhydrous)
Pinellas County  Waste-toEnergy Facility	3	"3001 110th Avenue,North"	St. Petersburg	FL	33716	27.878343	-82.649244	0	2	Public OCA Chemical; Chlorine
Unilever	3	5400 118th Avenue North	Clearwater	FL	33760	27.8784685	-82.70739147	0	2	Public OCA Chemical; Ammonia (anhydrous)
"Mosaic Fertilizer, LLC (Riverview)"	3	8813 US Highway 41 South	Riverview	FL	33578	27.880697	-82.369066	1	2	Public OCA Chemical; Ammonia (anhydrous)
CHEMICAL FORMULATORS INC.	3	5215 W. TYSON AVENUE	TAMPA	FL	33611	27.88745174	-82.53661001	1	3	Public OCA Chemical; Sulfur dioxide (anhydrous); Chlorine
"DPC ENTERPRISES, L.P."	3	6051 OLD 41A HIGHWAY	TAMPA	FL	33619	27.88842999	-82.39459113	0	2	Public OCA Chemical; Chlorine
"Citrosuco North America, Inc."	3	5937 Highway 60 East	Lake Wales	FL	33898	27.89428851	-81.49369322	2	2	Public OCA Chemical; Ammonia (anhydrous)
Douglas H. Allen Water Reclamation Facility	3	2505 East Wabash Street	Bartow	FL	33830	27.899601	-81.819661	0	2	Public OCA Chemical; Chlorine
Clean Harbors Florida LLC	2	170 Bartow Municipal Airport	Bartow	FL	33830	27.899601	-81.819661	0	3	"Public OCA Chemical; Butane; Chloroform  [Methane, trichloro-]"
